method,prompt_id,instruction_type,shift,fidelity,awareness
SFT_NoInstruct,6,professional,0.059360415,0.56913257,0.03378394539919048
SFT_NoInstruct,6,creative,0.02465239,0.5522825,0.013615083474959247
SFT_NoInstruct,7,neutral,0.16007559,0.54012454,0.08646075442178756
SFT_NoInstruct,7,conservative,0.12764457,0.5100702,0.06510769067639709
SFT_NoInstruct,7,liberal,0.10200239,0.54833937,0.05593192612250693
SFT_NoInstruct,7,regulatory_aware,0.08609925,0.51475,0.04431959002092481
SFT_NoInstruct,7,empathetic,0.15123154,0.58318186,0.08819549208815725
SFT_NoInstruct,7,safety_first,0.05420048,0.5374832,0.02913184830449224
SFT_NoInstruct,7,educational,0.11668051,0.48677114,0.05679670503501609
SFT_NoInstruct,7,concise,0.1944374,0.5362865,0.10427415245047957
SFT_NoInstruct,7,professional,0.112692915,0.5232526,0.05896686072465926
SFT_NoInstruct,7,creative,0.14244351,0.4845841,0.0690258590813011
SFT_NoInstruct,8,neutral,0.35405394,0.46707916,0.16537121892135262
SFT_NoInstruct,8,conservative,0.06528775,0.61268777,0.04000100380470015
SFT_NoInstruct,8,liberal,0.07611982,0.57926995,0.04409392304717415
SFT_NoInstruct,8,regulatory_aware,0.07999114,0.6739403,0.05390925253278539
SFT_NoInstruct,8,empathetic,0.22871342,0.52009416,0.11895251562302828
SFT_NoInstruct,8,safety_first,0.26954007,0.6921549,0.18656348122637273
SFT_NoInstruct,8,educational,0.1067537,0.49036208,0.05234796612543702
SFT_NoInstruct,8,concise,0.06281187,0.51309174,0.03222824982517093
SFT_NoInstruct,8,professional,0.0585717,0.5110582,0.029933547576376052
SFT_NoInstruct,8,creative,0.047805056,0.4992711,0.023867682882656158
SFT_NoInstruct,9,neutral,0.041283213,0.57506335,0.023740462537747992
SFT_NoInstruct,9,conservative,0.09348775,0.5862302,0.05480534062931389
SFT_NoInstruct,9,liberal,0.08159327,0.5768589,0.04706780260645374
SFT_NoInstruct,9,regulatory_aware,0.039042816,0.5857527,0.022869434633423388
SFT_NoInstruct,9,empathetic,0.020451717,0.54011154,0.011046208407013267
SFT_NoInstruct,9,safety_first,0.056653704,0.59757555,0.03385486862268168
SFT_NoInstruct,9,educational,0.05234498,0.5378435,0.028153408100945878
SFT_NoInstruct,9,concise,0.037757676,0.4887118,0.018452621848092227
SFT_NoInstruct,9,professional,0.10466555,0.58171356,0.06088536830917239
SFT_NoInstruct,9,creative,0.032671437,0.46802253,0.015290968447831123
SFT_NoInstruct,10,neutral,0.050292365,0.4689289,0.023583543516474216
SFT_NoInstruct,10,conservative,0.03837962,0.56803095,0.021800812441328355
SFT_NoInstruct,10,liberal,0.049990784,0.48478612,0.024234838393814413
SFT_NoInstruct,10,regulatory_aware,0.10168611,0.5867629,0.05966563830874189
SFT_NoInstruct,10,empathetic,0.029921897,0.4775993,0.014290676945192368
SFT_NoInstruct,10,safety_first,0.027457729,0.60741055,0.016678114262690395
SFT_NoInstruct,10,educational,0.035937805,0.46100375,0.01656746274671983
SFT_NoInstruct,10,concise,0.028248996,0.5043794,0.014248211422342063
SFT_NoInstruct,10,professional,0.030806577,0.5247622,0.016166127033421768
SFT_NoInstruct,10,creative,0.0408476,0.5081332,0.02075602144949436
SFT_NoInstruct,11,neutral,0.03971665,0.5165947,0.02051741078871451
SFT_NoInstruct,11,conservative,0.10263218,0.522482,0.05362346659567952
SFT_NoInstruct,11,liberal,0.07126285,0.50432897,0.035939920424370914
SFT_NoInstruct,11,regulatory_aware,0.029084994,0.6659471,0.019369067092384586
SFT_NoInstruct,11,empathetic,0.020559764,0.5185173,0.010660593077251129
SFT_NoInstruct,11,safety_first,0.01920388,0.55740017,0.010704246423581336
SFT_NoInstruct,11,educational,0.24735396,0.51600116,0.12763492827990472
SFT_NoInstruct,11,concise,0.038420293,0.5154565,0.019803990006254987
SFT_NoInstruct,11,professional,0.047431797,0.56616586,0.026854264020485283
SFT_NoInstruct,11,creative,0.029530877,0.43544793,0.012859159368487392
SFT_NoInstruct,12,neutral,0.3572178,0.54336184,0.19409851494674682
SFT_NoInstruct,12,conservative,0.14301294,0.61096823,0.08737636335877001
SFT_NoInstruct,12,liberal,0.33529136,0.5937336,0.19907374375669956
SFT_NoInstruct,12,regulatory_aware,0.105332,0.51803344,0.0545654993607974
SFT_NoInstruct,12,empathetic,0.14349793,0.50596875,0.07260546775208786
SFT_NoInstruct,12,safety_first,0.1854842,0.58343774,0.10821848287146033
SFT_NoInstruct,12,educational,0.13592489,0.49967355,0.0679180726381503
SFT_NoInstruct,12,concise,0.15935323,0.51564753,0.08217009760268658
SFT_NoInstruct,12,professional,0.10032757,0.53909516,0.054086109405184095
SFT_NoInstruct,12,creative,0.35177878,0.5634332,0.198203841145885
SFT_NoInstruct,13,neutral,0.08405436,0.59112775,0.0496868637016695
SFT_NoInstruct,13,conservative,0.08687474,0.6556938,0.056963227303281426
SFT_NoInstruct,13,liberal,0.079424456,0.6279993,0.04987850262136013
SFT_NoInstruct,13,regulatory_aware,0.0714071,0.6364738,0.04544874958773106
SFT_NoInstruct,13,empathetic,0.09451338,0.5709779,0.05396505068466738
SFT_NoInstruct,13,safety_first,0.10101825,0.6330897,0.06395361357977986
SFT_NoInstruct,13,educational,0.13888916,0.48800775,0.06777898829249293
SFT_NoInstruct,13,concise,0.097026914,0.5606937,0.0544023796110481
SFT_NoInstruct,13,professional,0.057789277,0.54359585,0.0314140113068087
SFT_NoInstruct,13,creative,0.08227793,0.6156724,0.05065625141387284
SFT_NoInstruct,14,neutral,0.17375667,0.5863487,0.10188199987639635
SFT_NoInstruct,14,conservative,0.056800436,0.6411077,0.0364151970294591
SFT_NoInstruct,14,liberal,0.06199706,0.61795837,0.03831160197719682
SFT_NoInstruct,14,regulatory_aware,0.09473623,0.56469476,0.0534970545569235
SFT_NoInstruct,14,empathetic,0.07240793,0.5365737,0.03885219149398506
SFT_NoInstruct,14,safety_first,0.09018692,0.5695664,0.05136743723937273
SFT_NoInstruct,14,educational,0.08060116,0.5567322,0.04487326291561872
SFT_NoInstruct,14,concise,0.072090074,0.54458994,0.03925952930296988
SFT_NoInstruct,14,professional,0.06756246,0.51444817,0.03475738437036872
SFT_NoInstruct,14,creative,0.12335071,0.6211783,0.07662278414079249
SFT_NoInstruct,15,neutral,0.26220438,0.5619993,0.1473586773668736
SFT_NoInstruct,15,conservative,0.39219165,0.5807547,0.22776714315741062
SFT_NoInstruct,15,liberal,0.24412186,0.56933624,0.13898742440095307
SFT_NoInstruct,15,regulatory_aware,0.12557799,0.6810757,0.08552811488326191
SFT_NoInstruct,15,empathetic,0.19073123,0.5201823,0.09921500854967236
SFT_NoInstruct,15,safety_first,0.27509433,0.5846519,0.1608344228954494
SFT_NoInstruct,15,educational,0.13024065,0.5731145,0.07464280442266166
SFT_NoInstruct,15,concise,0.3998291,0.48946878,0.1957038567153704
SFT_NoInstruct,15,professional,0.20450361,0.55899346,0.11431618094455154
SFT_NoInstruct,15,creative,0.26975974,0.58355165,0.15741874395155162
SFT_NoInstruct,16,neutral,0.089965165,0.5306217,0.047737468613415955
SFT_NoInstruct,16,conservative,0.26582468,0.62042505,0.16492428762554528
SFT_NoInstruct,16,liberal,0.20676297,0.46935883,0.09704602544896662
SFT_NoInstruct,16,regulatory_aware,0.09783852,0.5688028,0.05565082469477654
SFT_NoInstruct,16,empathetic,0.09842997,0.47829217,0.04707828415633731
SFT_NoInstruct,16,safety_first,0.19154605,0.71041405,0.13607700705608577
SFT_NoInstruct,16,educational,0.10746352,0.48642367,0.0522727979872974
SFT_NoInstruct,16,concise,0.11066097,0.53218806,0.058892447054325336
SFT_NoInstruct,16,professional,0.06924712,0.48234388,0.03340092411936134
SFT_NoInstruct,16,creative,0.09576769,0.494686,0.04737493635186553
SFT_NoInstruct,17,neutral,0.14391477,0.6047252,0.08702889052653909
SFT_NoInstruct,17,conservative,0.26853785,0.7043021,0.18913177111248672
SFT_NoInstruct,17,liberal,0.07360455,0.51724875,0.03807185966488905
SFT_NoInstruct,17,regulatory_aware,0.15606056,0.6358655,0.09923352699247748
SFT_NoInstruct,17,empathetic,0.08726617,0.5501222,0.048007057144548
SFT_NoInstruct,17,safety_first,0.14201853,0.6168616,0.0876057756668806
SFT_NoInstruct,17,educational,0.07835852,0.5282632,0.04139392439655662
SFT_NoInstruct,17,concise,0.057166696,0.5289404,0.030237774834585188
SFT_NoInstruct,17,professional,0.04949823,0.5548079,0.02746200916145742
SFT_NoInstruct,17,creative,0.059571907,0.57105565,0.0340188740303658
SFT_NoInstruct,18,neutral,0.051580682,0.49966428,0.025773024531750083
SFT_NoInstruct,18,conservative,0.109820955,0.51537466,0.05659893708715245
SFT_NoInstruct,18,liberal,0.038141474,0.5107363,0.01948023537256271
SFT_NoInstruct,18,regulatory_aware,0.036156856,0.5923957,0.021419165737693757
SFT_NoInstruct,18,empathetic,0.033478808,0.5163634,0.017287230950208753
SFT_NoInstruct,18,safety_first,0.03682899,0.5396337,0.019874164694457873
SFT_NoInstruct,18,educational,0.05309863,0.49486184,0.02627648582250327
SFT_NoInstruct,18,concise,0.13899224,0.5665771,0.07874981746536641
SFT_NoInstruct,18,professional,0.066190265,0.46736148,0.03093478026764363
SFT_NoInstruct,18,creative,0.0798915,0.51861733,0.04143311790149271
SFT_NoInstruct,19,neutral,0.03161408,0.5652274,0.01786914428217709
SFT_NoInstruct,19,conservative,0.08151821,0.59874135,0.048808323386796935
SFT_NoInstruct,19,liberal,0.029831646,0.545452,0.01627173097959906
SFT_NoInstruct,19,regulatory_aware,0.25882986,0.5684878,0.14714161875409484
SFT_NoInstruct,19,empathetic,0.046663627,0.53784096,0.02509760995807171
SFT_NoInstruct,19,safety_first,0.0725319,0.59616995,0.04324133997139819
SFT_NoInstruct,19,educational,0.106381394,0.52786803,0.056155336863101056
SFT_NoInstruct,19,concise,0.086680785,0.52770734,0.04574208638727158
SFT_NoInstruct,19,professional,0.04084695,0.5179993,0.021158692183572803
SFT_NoInstruct,19,creative,0.07557702,0.51102084,0.038621432574777605
SFT_NoInstruct,20,neutral,0.10901295,0.58580756,0.06386060818965138
SFT_NoInstruct,20,conservative,0.08171373,0.63051516,0.05152174466665059
SFT_NoInstruct,20,liberal,0.30915478,0.5146537,0.15910765074038805
SFT_NoInstruct,20,regulatory_aware,0.13499562,0.58546627,0.07903538469727053
SFT_NoInstruct,20,empathetic,0.15642758,0.5669095,0.08868027954148501
SFT_NoInstruct,20,safety_first,0.10805711,0.60210335,0.06506154882649333
SFT_NoInstruct,20,educational,0.3308304,0.5311467,0.17571947268170712
SFT_NoInstruct,20,concise,0.21291798,0.5355229,0.11402245600318313
SFT_NoInstruct,20,professional,0.15827768,0.5808851,0.09194114336607606
SFT_NoInstruct,20,creative,0.062980525,0.56562436,0.035623319256224334
SFT_NoInstruct,21,neutral,0.06609848,0.60242414,0.03981932082276285
SFT_NoInstruct,21,conservative,0.05835975,0.67298007,0.03927494838121467
SFT_NoInstruct,21,liberal,0.11651007,0.55195993,0.06430889055639363
SFT_NoInstruct,21,regulatory_aware,0.08403518,0.6171102,0.0518589670510009
SFT_NoInstruct,21,empathetic,0.07275272,0.62017155,0.04511916812615655
SFT_NoInstruct,21,safety_first,0.19849597,0.6626893,0.1315411548662588
SFT_NoInstruct,21,educational,0.068977825,0.5479954,0.037799530990301075
SFT_NoInstruct,21,concise,0.12624946,0.55569744,0.07015650303822041
SFT_NoInstruct,21,professional,0.194645,0.5559495,0.10821279180865735
SFT_NoInstruct,21,creative,0.0945006,0.59125185,0.0558736553398043
SFT_NoInstruct,22,neutral,0.04842853,0.5776796,0.02797617484191805
SFT_NoInstruct,22,conservative,0.05701449,0.61443394,0.035031638593566936
SFT_NoInstruct,22,liberal,0.061596896,0.51659334,0.031820546496256964
SFT_NoInstruct,22,regulatory_aware,0.06527414,0.64121974,0.04185506818811432
SFT_NoInstruct,22,empathetic,0.035919268,0.5139456,0.01846054958152771
SFT_NoInstruct,22,safety_first,0.08626228,0.62101936,0.05357054483642221
SFT_NoInstruct,22,educational,0.092633896,0.48188362,0.04463875693486497
SFT_NoInstruct,22,concise,0.07395946,0.514909,0.038082392796419555
SFT_NoInstruct,22,professional,0.063942134,0.56240296,0.035961245644221304
SFT_NoInstruct,22,creative,0.07693514,0.4949095,0.038075932797566055
SFT_NoInstruct,23,neutral,0.080072455,0.53477323,0.04282060545222379
SFT_NoInstruct,23,conservative,0.07877864,0.55910873,0.044045825046060236
SFT_NoInstruct,23,liberal,0.11940021,0.54609096,0.0652033756736666
SFT_NoInstruct,23,regulatory_aware,0.23285306,0.53437877,0.12443172912180543
SFT_NoInstruct,23,empathetic,0.08520742,0.57926214,0.04935743106708258
SFT_NoInstruct,23,safety_first,0.06804747,0.54663885,0.03719739148114957
SFT_NoInstruct,23,educational,0.04292907,0.50974554,0.02188290105525166
SFT_NoInstruct,23,concise,0.21389703,0.6081329,0.1300778239076182
SFT_NoInstruct,23,professional,0.0957549,0.4972057,0.047609881627772
SFT_NoInstruct,23,creative,0.09111933,0.54600346,0.049751467624368814
SFT_NoInstruct,24,neutral,0.042954788,0.6136154,0.02635771918242872
SFT_NoInstruct,24,conservative,0.05639967,0.56572604,0.03190676168252841
SFT_NoInstruct,24,liberal,0.048145685,0.5369756,0.02585305827550739
SFT_NoInstruct,24,regulatory_aware,0.121276565,0.5357429,0.06497305857947841
SFT_NoInstruct,24,empathetic,0.045576785,0.51701546,0.023563902337888253
SFT_NoInstruct,24,safety_first,0.0596224,0.5122512,0.030541645695340635
SFT_NoInstruct,24,educational,0.24328355,0.49725342,0.12097357970955759
SFT_NoInstruct,24,concise,0.05856082,0.5628903,0.032963316656425594
SFT_NoInstruct,24,professional,0.04984914,0.51427263,0.025636049045430535
SFT_NoInstruct,24,creative,0.062905364,0.5282933,0.03323248219713196
SFT_NoInstruct,25,neutral,0.039248776,0.48232928,0.018930833719822168
SFT_NoInstruct,25,conservative,0.040120672,0.4594583,0.01843377595164366
SFT_NoInstruct,25,liberal,0.034781203,0.48335436,0.016811645958479046
SFT_NoInstruct,25,regulatory_aware,0.06018602,0.54553235,0.0328334214896176
SFT_NoInstruct,25,empathetic,0.04417044,0.48206797,0.021293153980033994
SFT_NoInstruct,25,safety_first,0.07894946,0.5105447,0.040307227807789295
SFT_NoInstruct,25,educational,0.03785106,0.47910443,0.018134611327245125
SFT_NoInstruct,25,concise,0.059320148,0.50597167,0.030014314388982093
SFT_NoInstruct,25,professional,0.040801942,0.45867354,0.018714771335853336
SFT_NoInstruct,25,creative,0.03958835,0.45426798,0.017983720150655733
SFT_NoInstruct,26,neutral,0.116122924,0.45967185,0.053378439206605774
SFT_NoInstruct,26,conservative,0.04679381,0.46263468,0.021648439788714946
SFT_NoInstruct,26,liberal,0.020032167,0.5228308,0.010473434125614167
SFT_NoInstruct,26,regulatory_aware,0.034389246,0.55396736,0.01905051996036053
SFT_NoInstruct,26,empathetic,0.053975653,0.4787187,0.025839154389527812
SFT_NoInstruct,26,safety_first,0.028858287,0.5273981,0.015219805870144628
SFT_NoInstruct,26,educational,0.023303546,0.4530534,0.010557750752542913
SFT_NoInstruct,26,concise,0.026604483,0.5432034,0.01445164556873627
SFT_NoInstruct,26,professional,0.02414409,0.4765662,0.011506257563106716
SFT_NoInstruct,26,creative,0.047200434,0.4655599,0.02197462929104641
SFT_NoInstruct,27,neutral,0.05360348,0.55766,0.02989251749403775
SFT_NoInstruct,27,conservative,0.056905724,0.5625128,0.03201019820414186
SFT_NoInstruct,27,liberal,0.039232574,0.62406445,0.024483654967070743
SFT_NoInstruct,27,regulatory_aware,0.06377232,0.5554382,0.035421583045744894
SFT_NoInstruct,27,empathetic,0.06616255,0.582719,0.03855417436698824
SFT_NoInstruct,27,safety_first,0.0654594,0.5811901,0.038044355473378304
SFT_NoInstruct,27,educational,0.041464906,0.5109877,0.021188057042631138
SFT_NoInstruct,27,concise,0.037947588,0.5531269,0.020989831529774516
SFT_NoInstruct,27,professional,0.039331984,0.53179055,0.020916377284245377
SFT_NoInstruct,27,creative,0.049691223,0.53308624,0.0264897070211494
SFT_NoInstruct,28,neutral,0.08022906,0.46002585,0.03690744099756852
SFT_NoInstruct,28,conservative,0.0805974,0.52595776,0.04239082831573487
SFT_NoInstruct,28,liberal,0.094212025,0.5086829,0.04792404629736841
SFT_NoInstruct,28,regulatory_aware,0.107610136,0.51482654,0.0554005541250819
SFT_NoInstruct,28,empathetic,0.03205758,0.4493307,0.01440445468501635
SFT_NoInstruct,28,safety_first,0.070926145,0.43626124,0.030942327843584416
SFT_NoInstruct,28,educational,0.07589423,0.5459965,0.041437983466472476
SFT_NoInstruct,28,concise,0.052511968,0.4727727,0.02482622476063594
SFT_NoInstruct,28,professional,0.04820271,0.4961084,0.023913768521898984
SFT_NoInstruct,28,creative,0.062188562,0.47951338,0.029820247564720733
SFT_NoInstruct,29,neutral,0.061809108,0.559257,0.034567176123306155
SFT_NoInstruct,29,conservative,0.03445848,0.61327004,0.021132353883441982
SFT_NoInstruct,29,liberal,0.066369325,0.52252936,0.03467992087541819
SFT_NoInstruct,29,regulatory_aware,0.070225365,0.5303136,0.03724146636836529
SFT_NoInstruct,29,empathetic,0.041487165,0.49180046,0.020403406730472893
SFT_NoInstruct,29,safety_first,0.079909995,0.62092954,0.049618476559851465
SFT_NoInstruct,29,educational,0.041988518,0.50361854,0.021146196176773976
SFT_NoInstruct,29,concise,0.06698686,0.54006857,0.036177497065079806
SFT_NoInstruct,29,professional,0.05375167,0.48282254,0.025952517753724605
SFT_NoInstruct,29,creative,0.07939818,0.56210136,0.044629823590326904
SFT_NoInstruct,30,neutral,0.062832385,0.61500025,0.03864193266857416
SFT_NoInstruct,30,conservative,0.068788014,0.59432757,0.040882613415140434
SFT_NoInstruct,30,liberal,0.061223455,0.61503375,0.03765449097725563
SFT_NoInstruct,30,regulatory_aware,0.11014744,0.62714016,0.06907788248254537
SFT_NoInstruct,30,empathetic,0.11787113,0.56301415,0.06636311295322515
SFT_NoInstruct,30,safety_first,0.12542775,0.54007435,0.06774031202936023
SFT_NoInstruct,30,educational,0.074519046,0.55024993,0.041004099653107
SFT_NoInstruct,30,concise,0.048672326,0.5633266,0.027418415868486465
SFT_NoInstruct,30,professional,0.3341336,0.5765491,0.19264442360858025
SFT_NoInstruct,30,creative,0.2346466,0.5780381,0.1356346768384084
SFT_NoInstruct,31,neutral,0.051903144,0.4869755,0.025275559269718827
SFT_NoInstruct,31,conservative,0.038521897,0.46057785,0.017742332520177775
SFT_NoInstruct,31,liberal,0.105353184,0.5338328,0.05624098522731662
SFT_NoInstruct,31,regulatory_aware,0.060942896,0.4867437,0.029663570546827465
SFT_NoInstruct,31,empathetic,0.045020875,0.5230845,0.023549721674306315
SFT_NoInstruct,31,safety_first,0.06928857,0.48942184,0.033911337809468506
SFT_NoInstruct,31,educational,0.031912938,0.48073688,0.01534172613054633
SFT_NoInstruct,31,concise,0.040858295,0.49143252,0.020079094783752412
SFT_NoInstruct,31,professional,0.04802838,0.502005,0.024110486740618945
SFT_NoInstruct,31,creative,0.061134048,0.40942743,0.025029956078815384
SFT_NoInstruct,32,neutral,0.10049819,0.669266,0.06726002297531068
SFT_NoInstruct,32,conservative,0.07862119,0.5832395,0.04585498139635846
SFT_NoInstruct,32,liberal,0.090556726,0.68413067,0.06195263353536323
SFT_NoInstruct,32,regulatory_aware,0.08580929,0.57801723,0.049599248350526697
SFT_NoInstruct,32,empathetic,0.22286023,0.6381105,0.14220945406881721
SFT_NoInstruct,32,safety_first,0.05899388,0.5970154,0.03522025469003096
SFT_NoInstruct,32,educational,0.062106658,0.60243076,0.0374149610434027
SFT_NoInstruct,32,concise,0.08118902,0.5972879,0.048493220135773715
SFT_NoInstruct,32,professional,0.16079718,0.6103946,0.09814972960134745
SFT_NoInstruct,32,creative,0.10317693,0.6337415,0.06538750178575142
SFT_NoInstruct,33,neutral,0.07228432,0.5645745,0.04080988297877088
SFT_NoInstruct,33,conservative,0.17640918,0.5428702,0.09576728950625657
SFT_NoInstruct,33,liberal,0.15235284,0.5598497,0.08529469160485566
SFT_NoInstruct,33,regulatory_aware,0.13074385,0.614156,0.08029711766654253
SFT_NoInstruct,33,empathetic,0.3110551,0.6674545,0.20761512224067746
SFT_NoInstruct,33,safety_first,0.27342242,0.58052045,0.15872730631292759
SFT_NoInstruct,33,educational,0.31788328,0.6318839,0.2008653285435647
SFT_NoInstruct,33,concise,0.09131665,0.5344091,0.04880044758057817
SFT_NoInstruct,33,professional,0.1038652,0.5452492,0.05663241654864848
SFT_NoInstruct,33,creative,0.16437729,0.5390855,0.08861341196732968
SFT_NoInstruct,34,neutral,0.06621707,0.51575464,0.034151762290099266
SFT_NoInstruct,34,conservative,0.047276136,0.567202,0.026815118627183138
SFT_NoInstruct,34,liberal,0.0968056,0.4780931,0.046282090506753325
SFT_NoInstruct,34,regulatory_aware,0.057734,0.589132,0.03401294772921502
SFT_NoInstruct,34,empathetic,0.06330004,0.46429202,0.029389704990504386
SFT_NoInstruct,34,safety_first,0.10611153,0.6155383,0.06531570862560272
SFT_NoInstruct,34,educational,0.080117404,0.46494043,0.037249820480538015
SFT_NoInstruct,34,concise,0.063614085,0.51174426,0.03255414301595002
SFT_NoInstruct,34,professional,0.06720481,0.5166496,0.034721338555359846
SFT_NoInstruct,34,creative,0.054941643,0.47781503,0.026251942812366594
SFT_NoInstruct,35,neutral,0.089467265,0.6912625,0.06184536507287994
SFT_NoInstruct,35,conservative,0.06964091,0.58793914,0.04094461797804609
SFT_NoInstruct,35,liberal,0.2349136,0.5904021,0.1386934842176512
SFT_NoInstruct,35,regulatory_aware,0.04818231,0.6565684,0.031634981314301494
SFT_NoInstruct,35,empathetic,0.17628454,0.53654504,0.0945845938054502
SFT_NoInstruct,35,safety_first,0.11819531,0.6482025,0.07661449558261782
SFT_NoInstruct,35,educational,0.17269246,0.5260466,0.09084428290258348
SFT_NoInstruct,35,concise,0.33966777,0.6240476,0.21196885497237444
SFT_NoInstruct,35,professional,0.25918984,0.5475404,0.1419169109316826
SFT_NoInstruct,35,creative,0.076749295,0.5706685,0.04379840505157411
SFT_NoInstruct,36,neutral,0.12496098,0.63465995,0.07930773014978357
SFT_NoInstruct,36,conservative,0.12069528,0.51095015,0.06166927042318061
SFT_NoInstruct,36,liberal,0.22349393,0.5648926,0.12625006927940846
SFT_NoInstruct,36,regulatory_aware,0.44049004,0.5456238,0.24034184796075225
SFT_NoInstruct,36,empathetic,0.16697943,0.6274882,0.10477762328922749
