method,prompt_id,instruction_type,shift
SFT_NoInstruct,16,conservative,0.26582468
SFT_NoInstruct,16,liberal,0.20676297
SFT_NoInstruct,16,regulatory_aware,0.09783852
SFT_NoInstruct,16,empathetic,0.09842997
SFT_NoInstruct,16,safety_first,0.19154605
SFT_NoInstruct,16,educational,0.10746352
SFT_NoInstruct,16,concise,0.11066097
SFT_NoInstruct,16,professional,0.06924712
SFT_NoInstruct,16,creative,0.09576769
SFT_NoInstruct,17,neutral,0.14391477
SFT_NoInstruct,17,conservative,0.26853785
SFT_NoInstruct,17,liberal,0.07360455
SFT_NoInstruct,17,regulatory_aware,0.15606056
SFT_NoInstruct,17,empathetic,0.08726617
SFT_NoInstruct,17,safety_first,0.14201853
SFT_NoInstruct,17,educational,0.07835852
SFT_NoInstruct,17,concise,0.057166696
SFT_NoInstruct,17,professional,0.04949823
SFT_NoInstruct,17,creative,0.059571907
SFT_NoInstruct,18,neutral,0.051580682
SFT_NoInstruct,18,conservative,0.109820955
SFT_NoInstruct,18,liberal,0.038141474
SFT_NoInstruct,18,regulatory_aware,0.036156856
SFT_NoInstruct,18,empathetic,0.033478808
SFT_NoInstruct,18,safety_first,0.03682899
SFT_NoInstruct,18,educational,0.05309863
SFT_NoInstruct,18,concise,0.13899224
SFT_NoInstruct,18,professional,0.066190265
SFT_NoInstruct,18,creative,0.0798915
SFT_NoInstruct,19,neutral,0.03161408
SFT_NoInstruct,19,conservative,0.08151821
SFT_NoInstruct,19,liberal,0.029831646
SFT_NoInstruct,19,regulatory_aware,0.25882986
SFT_NoInstruct,19,empathetic,0.046663627
SFT_NoInstruct,19,safety_first,0.0725319
SFT_NoInstruct,19,educational,0.106381394
SFT_NoInstruct,19,concise,0.086680785
SFT_NoInstruct,19,professional,0.04084695
SFT_NoInstruct,19,creative,0.07557702
SFT_NoInstruct,20,neutral,0.10901295
SFT_NoInstruct,20,conservative,0.08171373
SFT_NoInstruct,20,liberal,0.30915478
SFT_NoInstruct,20,regulatory_aware,0.13499562
SFT_NoInstruct,20,empathetic,0.15642758
SFT_NoInstruct,20,safety_first,0.10805711
SFT_NoInstruct,20,educational,0.3308304
SFT_NoInstruct,20,concise,0.21291798
SFT_NoInstruct,20,professional,0.15827768
SFT_NoInstruct,20,creative,0.062980525
SFT_NoInstruct,21,neutral,0.06609848
SFT_NoInstruct,21,conservative,0.05835975
SFT_NoInstruct,21,liberal,0.11651007
SFT_NoInstruct,21,regulatory_aware,0.08403518
SFT_NoInstruct,21,empathetic,0.07275272
SFT_NoInstruct,21,safety_first,0.19849597
SFT_NoInstruct,21,educational,0.068977825
SFT_NoInstruct,21,concise,0.12624946
SFT_NoInstruct,21,professional,0.194645
SFT_NoInstruct,21,creative,0.0945006
SFT_NoInstruct,22,neutral,0.04842853
SFT_NoInstruct,22,conservative,0.05701449
SFT_NoInstruct,22,liberal,0.061596896
SFT_NoInstruct,22,regulatory_aware,0.06527414
SFT_NoInstruct,22,empathetic,0.035919268
SFT_NoInstruct,22,safety_first,0.08626228
SFT_NoInstruct,22,educational,0.092633896
SFT_NoInstruct,22,concise,0.07395946
SFT_NoInstruct,22,professional,0.063942134
SFT_NoInstruct,22,creative,0.07693514
SFT_NoInstruct,23,neutral,0.080072455
SFT_NoInstruct,23,conservative,0.07877864
SFT_NoInstruct,23,liberal,0.11940021
SFT_NoInstruct,23,regulatory_aware,0.23285306
SFT_NoInstruct,23,empathetic,0.08520742
SFT_NoInstruct,23,safety_first,0.06804747
SFT_NoInstruct,23,educational,0.04292907
SFT_NoInstruct,23,concise,0.21389703
SFT_NoInstruct,23,professional,0.0957549
SFT_NoInstruct,23,creative,0.09111933
SFT_NoInstruct,24,neutral,0.042954788
SFT_NoInstruct,24,conservative,0.05639967
SFT_NoInstruct,24,liberal,0.048145685
SFT_NoInstruct,24,regulatory_aware,0.121276565
SFT_NoInstruct,24,empathetic,0.045576785
SFT_NoInstruct,24,safety_first,0.0596224
SFT_NoInstruct,24,educational,0.24328355
SFT_NoInstruct,24,concise,0.05856082
SFT_NoInstruct,24,professional,0.04984914
SFT_NoInstruct,24,creative,0.062905364
SFT_NoInstruct,25,neutral,0.039248776
SFT_NoInstruct,25,conservative,0.040120672
SFT_NoInstruct,25,liberal,0.034781203
SFT_NoInstruct,25,regulatory_aware,0.06018602
SFT_NoInstruct,25,empathetic,0.04417044
SFT_NoInstruct,25,safety_first,0.07894946
SFT_NoInstruct,25,educational,0.03785106
SFT_NoInstruct,25,concise,0.059320148
SFT_NoInstruct,25,professional,0.040801942
SFT_NoInstruct,25,creative,0.03958835
SFT_NoInstruct,26,neutral,0.116122924
SFT_NoInstruct,26,conservative,0.04679381
SFT_NoInstruct,26,liberal,0.020032167
SFT_NoInstruct,26,regulatory_aware,0.034389246
SFT_NoInstruct,26,empathetic,0.053975653
SFT_NoInstruct,26,safety_first,0.028858287
SFT_NoInstruct,26,educational,0.023303546
SFT_NoInstruct,26,concise,0.026604483
SFT_NoInstruct,26,professional,0.02414409
SFT_NoInstruct,26,creative,0.047200434
SFT_NoInstruct,27,neutral,0.05360348
SFT_NoInstruct,27,conservative,0.056905724
SFT_NoInstruct,27,liberal,0.039232574
SFT_NoInstruct,27,regulatory_aware,0.06377232
SFT_NoInstruct,27,empathetic,0.06616255
SFT_NoInstruct,27,safety_first,0.0654594
SFT_NoInstruct,27,educational,0.041464906
SFT_NoInstruct,27,concise,0.037947588
SFT_NoInstruct,27,professional,0.039331984
SFT_NoInstruct,27,creative,0.049691223
SFT_NoInstruct,28,neutral,0.08022906
SFT_NoInstruct,28,conservative,0.0805974
SFT_NoInstruct,28,liberal,0.094212025
SFT_NoInstruct,28,regulatory_aware,0.107610136
SFT_NoInstruct,28,empathetic,0.03205758
SFT_NoInstruct,28,safety_first,0.070926145
SFT_NoInstruct,28,educational,0.07589423
SFT_NoInstruct,28,concise,0.052511968
SFT_NoInstruct,28,professional,0.04820271
SFT_NoInstruct,28,creative,0.062188562
SFT_NoInstruct,29,neutral,0.061809108
SFT_NoInstruct,29,conservative,0.03445848
SFT_NoInstruct,29,liberal,0.066369325
SFT_NoInstruct,29,regulatory_aware,0.070225365
SFT_NoInstruct,29,empathetic,0.041487165
SFT_NoInstruct,29,safety_first,0.079909995
SFT_NoInstruct,29,educational,0.041988518
SFT_NoInstruct,29,concise,0.06698686
SFT_NoInstruct,29,professional,0.05375167
SFT_NoInstruct,29,creative,0.07939818
SFT_NoInstruct,30,neutral,0.062832385
SFT_NoInstruct,30,conservative,0.068788014
SFT_NoInstruct,30,liberal,0.061223455
SFT_NoInstruct,30,regulatory_aware,0.11014744
SFT_NoInstruct,30,empathetic,0.11787113
SFT_NoInstruct,30,safety_first,0.12542775
SFT_NoInstruct,30,educational,0.074519046
SFT_NoInstruct,30,concise,0.048672326
SFT_NoInstruct,30,professional,0.3341336
SFT_NoInstruct,30,creative,0.2346466
SFT_NoInstruct,31,neutral,0.051903144
SFT_NoInstruct,31,conservative,0.038521897
SFT_NoInstruct,31,liberal,0.105353184
SFT_NoInstruct,31,regulatory_aware,0.060942896
SFT_NoInstruct,31,empathetic,0.045020875
SFT_NoInstruct,31,safety_first,0.06928857
SFT_NoInstruct,31,educational,0.031912938
SFT_NoInstruct,31,concise,0.040858295
SFT_NoInstruct,31,professional,0.04802838
SFT_NoInstruct,31,creative,0.061134048
SFT_NoInstruct,32,neutral,0.10049819
SFT_NoInstruct,32,conservative,0.07862119
SFT_NoInstruct,32,liberal,0.090556726
SFT_NoInstruct,32,regulatory_aware,0.08580929
SFT_NoInstruct,32,empathetic,0.22286023
SFT_NoInstruct,32,safety_first,0.05899388
SFT_NoInstruct,32,educational,0.062106658
SFT_NoInstruct,32,concise,0.08118902
SFT_NoInstruct,32,professional,0.16079718
SFT_NoInstruct,32,creative,0.10317693
SFT_NoInstruct,33,neutral,0.07228432
SFT_NoInstruct,33,conservative,0.17640918
SFT_NoInstruct,33,liberal,0.15235284
SFT_NoInstruct,33,regulatory_aware,0.13074385
SFT_NoInstruct,33,empathetic,0.3110551
SFT_NoInstruct,33,safety_first,0.27342242
SFT_NoInstruct,33,educational,0.31788328
SFT_NoInstruct,33,concise,0.09131665
SFT_NoInstruct,33,professional,0.1038652
SFT_NoInstruct,33,creative,0.16437729
SFT_NoInstruct,34,neutral,0.06621707
SFT_NoInstruct,34,conservative,0.047276136
SFT_NoInstruct,34,liberal,0.0968056
SFT_NoInstruct,34,regulatory_aware,0.057734
SFT_NoInstruct,34,empathetic,0.06330004
SFT_NoInstruct,34,safety_first,0.10611153
SFT_NoInstruct,34,educational,0.080117404
SFT_NoInstruct,34,concise,0.063614085
SFT_NoInstruct,34,professional,0.06720481
SFT_NoInstruct,34,creative,0.054941643
SFT_NoInstruct,35,neutral,0.089467265
SFT_NoInstruct,35,conservative,0.06964091
SFT_NoInstruct,35,liberal,0.2349136
SFT_NoInstruct,35,regulatory_aware,0.04818231
SFT_NoInstruct,35,empathetic,0.17628454
SFT_NoInstruct,35,safety_first,0.11819531
SFT_NoInstruct,35,educational,0.17269246
SFT_NoInstruct,35,concise,0.33966777
SFT_NoInstruct,35,professional,0.25918984
SFT_NoInstruct,35,creative,0.076749295
SFT_NoInstruct,36,neutral,0.12496098
SFT_NoInstruct,36,conservative,0.12069528
SFT_NoInstruct,36,liberal,0.22349393
SFT_NoInstruct,36,regulatory_aware,0.44049004
SFT_NoInstruct,36,empathetic,0.16697943
SFT_NoInstruct,36,safety_first,0.29296473
SFT_NoInstruct,36,educational,0.10081561
SFT_NoInstruct,36,concise,0.08677841
SFT_NoInstruct,36,professional,0.17373595
SFT_NoInstruct,36,creative,0.12459343
SFT_NoInstruct,37,neutral,0.107022785
SFT_NoInstruct,37,conservative,0.05974242
SFT_NoInstruct,37,liberal,0.08714296
SFT_NoInstruct,37,regulatory_aware,0.09263769
SFT_NoInstruct,37,empathetic,0.10080661
SFT_NoInstruct,37,safety_first,0.08610098
SFT_NoInstruct,37,educational,0.08003426
SFT_NoInstruct,37,concise,0.08924231
SFT_NoInstruct,37,professional,0.082259215
SFT_NoInstruct,37,creative,0.07701478
SFT_NoInstruct,38,neutral,0.147011
SFT_NoInstruct,38,conservative,0.15308584
SFT_NoInstruct,38,liberal,0.17628169
SFT_NoInstruct,38,regulatory_aware,0.16292097
SFT_NoInstruct,38,empathetic,0.30803686
SFT_NoInstruct,38,safety_first,0.35909247
SFT_NoInstruct,38,educational,0.12333324
SFT_NoInstruct,38,concise,0.23187163
SFT_NoInstruct,38,professional,0.2829421
SFT_NoInstruct,38,creative,0.35462165
SFT_NoInstruct,39,neutral,0.025638668
SFT_NoInstruct,39,conservative,0.042376827
SFT_NoInstruct,39,liberal,0.027755134
SFT_NoInstruct,39,regulatory_aware,0.020493662
SFT_NoInstruct,39,empathetic,0.026385387
SFT_NoInstruct,39,safety_first,0.04886407
SFT_NoInstruct,39,educational,0.044909887
SFT_NoInstruct,39,concise,0.24184379
SFT_NoInstruct,39,professional,0.037972208
SFT_NoInstruct,39,creative,0.03998101
SFT_NoInstruct,40,neutral,0.024990097
SFT_NoInstruct,40,conservative,0.059780367
SFT_NoInstruct,40,liberal,0.02864861
SFT_NoInstruct,40,regulatory_aware,0.059658207
SFT_NoInstruct,40,empathetic,0.06408723
SFT_NoInstruct,40,safety_first,0.06196152
SFT_NoInstruct,40,educational,0.027590793
SFT_NoInstruct,40,concise,0.046467338
SFT_NoInstruct,40,professional,0.025917115
SFT_NoInstruct,40,creative,0.029297953
SFT_NoInstruct,41,neutral,0.09243636
SFT_NoInstruct,41,conservative,0.31323498
SFT_NoInstruct,41,liberal,0.078839205
SFT_NoInstruct,41,regulatory_aware,0.076924086
SFT_NoInstruct,41,empathetic,0.05858348
SFT_NoInstruct,41,safety_first,0.0663946
SFT_NoInstruct,41,educational,0.07097111
SFT_NoInstruct,41,concise,0.20130727
SFT_NoInstruct,41,professional,0.11886381
SFT_NoInstruct,41,creative,0.03959739
SFT_NoInstruct,42,neutral,0.13356143
SFT_NoInstruct,42,conservative,0.21878408
SFT_NoInstruct,42,liberal,0.16775747
SFT_NoInstruct,42,regulatory_aware,0.46922222
SFT_NoInstruct,42,empathetic,0.14917155
SFT_NoInstruct,42,safety_first,0.25569114
SFT_NoInstruct,42,educational,0.3212794
SFT_NoInstruct,42,concise,0.13049158
SFT_NoInstruct,42,professional,0.32811743
SFT_NoInstruct,42,creative,0.14047214
SFT_NoInstruct,43,neutral,0.032346405
SFT_NoInstruct,43,conservative,0.040346976
SFT_NoInstruct,43,liberal,0.0405751
SFT_NoInstruct,43,regulatory_aware,0.0443658
SFT_NoInstruct,43,empathetic,0.103748
SFT_NoInstruct,43,safety_first,0.062974595
SFT_NoInstruct,43,educational,0.033958334
SFT_NoInstruct,43,concise,0.07315203
SFT_NoInstruct,43,professional,0.05576363
SFT_NoInstruct,43,creative,0.04386585
SFT_NoInstruct,44,neutral,0.07428175
SFT_NoInstruct,44,conservative,0.10251769
SFT_NoInstruct,44,liberal,0.11237409
SFT_NoInstruct,44,regulatory_aware,0.06978505
SFT_NoInstruct,44,empathetic,0.040052846
SFT_NoInstruct,44,safety_first,0.095983595
SFT_NoInstruct,44,educational,0.13659889
SFT_NoInstruct,44,concise,0.04942962
SFT_NoInstruct,44,professional,0.04696609
SFT_NoInstruct,44,creative,0.06196473
SFT_NoInstruct,45,neutral,0.085690185
SFT_NoInstruct,45,conservative,0.23337135
SFT_NoInstruct,45,liberal,0.093949966
SFT_NoInstruct,45,regulatory_aware,0.06979205
SFT_NoInstruct,45,empathetic,0.11574065
SFT_NoInstruct,45,safety_first,0.05433275
SFT_NoInstruct,45,educational,0.10781394
SFT_NoInstruct,45,concise,0.116920635
SFT_NoInstruct,45,professional,0.11030901
SFT_NoInstruct,45,creative,0.06863307
SFT_NoInstruct,46,neutral,0.13721582
SFT_NoInstruct,46,conservative,0.24696328
SFT_NoInstruct,46,liberal,0.11873676
SFT_NoInstruct,46,regulatory_aware,0.13840498
SFT_NoInstruct,46,empathetic,0.10346325
SFT_NoInstruct,46,safety_first,0.43363968
SFT_NoInstruct,46,educational,0.21598606
SFT_NoInstruct,46,concise,0.37634212
SFT_NoInstruct,46,professional,0.24122405
SFT_NoInstruct,46,creative,0.40305513
SFT_NoInstruct,47,neutral,0.082146905
SFT_NoInstruct,47,conservative,0.06419673
SFT_NoInstruct,47,liberal,0.08783758
SFT_NoInstruct,47,regulatory_aware,0.10595865
SFT_NoInstruct,47,empathetic,0.18795598
SFT_NoInstruct,47,safety_first,0.09927569
SFT_NoInstruct,47,educational,0.07129903
SFT_NoInstruct,47,concise,0.05826302
SFT_NoInstruct,47,professional,0.05170041
SFT_NoInstruct,47,creative,0.08928479
SFT_NoInstruct,48,neutral,0.046799798
SFT_NoInstruct,48,conservative,0.084583305
SFT_NoInstruct,48,liberal,0.05013577
SFT_NoInstruct,48,regulatory_aware,0.10429312
SFT_NoInstruct,48,empathetic,0.060104985
SFT_NoInstruct,48,safety_first,0.05962309
SFT_NoInstruct,48,educational,0.09538047
SFT_NoInstruct,48,concise,0.06649053
SFT_NoInstruct,48,professional,0.099379174
SFT_NoInstruct,48,creative,0.13571312
SFT_NoInstruct,49,neutral,0.036161598
SFT_NoInstruct,49,conservative,0.039447855
SFT_NoInstruct,49,liberal,0.023462702
SFT_NoInstruct,49,regulatory_aware,0.032960903
SFT_NoInstruct,49,empathetic,0.0178716
SFT_NoInstruct,49,safety_first,0.022310406
SFT_NoInstruct,49,educational,0.055101864
SFT_NoInstruct,49,concise,0.03857967
SFT_NoInstruct,49,professional,0.035761897
SFT_NoInstruct,49,creative,0.034178425
SFT_NoInstruct,50,neutral,0.024157569
SFT_NoInstruct,50,conservative,0.020300679
SFT_NoInstruct,50,liberal,0.041020963
SFT_NoInstruct,50,regulatory_aware,0.078238524
SFT_NoInstruct,50,empathetic,0.030625401
SFT_NoInstruct,50,safety_first,0.06225766
SFT_NoInstruct,50,educational,0.032948304
SFT_NoInstruct,50,concise,0.049254023
SFT_NoInstruct,50,professional,0.05497724
SFT_NoInstruct,50,creative,0.031685263
SFT_NoInstruct,51,neutral,0.060727928
SFT_NoInstruct,51,conservative,0.058458738
SFT_NoInstruct,51,liberal,0.021298923
SFT_NoInstruct,51,regulatory_aware,0.029672047
SFT_NoInstruct,51,empathetic,0.030001149
SFT_NoInstruct,51,safety_first,0.030109681
SFT_NoInstruct,51,educational,0.09381474
SFT_NoInstruct,51,concise,0.02966325
SFT_NoInstruct,51,professional,0.013410695
SFT_NoInstruct,51,creative,0.015382396
SFT_NoInstruct,52,neutral,0.04924017
SFT_NoInstruct,52,conservative,0.037870776
SFT_NoInstruct,52,liberal,0.06525384
SFT_NoInstruct,52,regulatory_aware,0.040432192
SFT_NoInstruct,52,empathetic,0.052772157
SFT_NoInstruct,52,safety_first,0.079236105
SFT_NoInstruct,52,educational,0.03190245
SFT_NoInstruct,52,concise,0.035893723
SFT_NoInstruct,52,professional,0.036222577
SFT_NoInstruct,52,creative,0.09145504
SFT_NoInstruct,53,neutral,0.06775461
SFT_NoInstruct,53,conservative,0.07911047
SFT_NoInstruct,53,liberal,0.05501936
SFT_NoInstruct,53,regulatory_aware,0.10526422
SFT_NoInstruct,53,empathetic,0.12851359
SFT_NoInstruct,53,safety_first,0.08520403
SFT_NoInstruct,53,educational,0.09386785
SFT_NoInstruct,53,concise,0.07171405
SFT_NoInstruct,53,professional,0.07849888
SFT_NoInstruct,53,creative,0.036219686
SFT_NoInstruct,54,neutral,0.097205184
SFT_NoInstruct,54,conservative,0.07376698
SFT_NoInstruct,54,liberal,0.07094145
SFT_NoInstruct,54,regulatory_aware,0.05465438
SFT_NoInstruct,54,empathetic,0.054159414
SFT_NoInstruct,54,safety_first,0.06910749
SFT_NoInstruct,54,educational,0.16672213
SFT_NoInstruct,54,concise,0.027446873
SFT_NoInstruct,54,professional,0.02759343
SFT_NoInstruct,54,creative,0.049180187
SFT_NoInstruct,55,neutral,0.12035472
SFT_NoInstruct,55,conservative,0.15530764
SFT_NoInstruct,55,liberal,0.091394864
SFT_NoInstruct,55,regulatory_aware,0.06844055
SFT_NoInstruct,55,empathetic,0.04173649
SFT_NoInstruct,55,safety_first,0.16600472
SFT_NoInstruct,55,educational,0.06559977
SFT_NoInstruct,55,concise,0.100101255
SFT_NoInstruct,55,professional,0.05743124
SFT_NoInstruct,55,creative,0.13288145
SFT_NoInstruct,56,neutral,0.12740289
SFT_NoInstruct,56,conservative,0.10192131
SFT_NoInstruct,56,liberal,0.10508333
SFT_NoInstruct,56,regulatory_aware,0.18010198
SFT_NoInstruct,56,empathetic,0.1656143
SFT_NoInstruct,56,safety_first,0.22599801
SFT_NoInstruct,56,educational,0.09743095
SFT_NoInstruct,56,concise,0.14864925
SFT_NoInstruct,56,professional,0.090974405
SFT_NoInstruct,56,creative,0.115661696
SFT_NoInstruct,57,neutral,0.03744143
SFT_NoInstruct,57,conservative,0.07708606
SFT_NoInstruct,57,liberal,0.050149377
SFT_NoInstruct,57,regulatory_aware,0.044056036
SFT_NoInstruct,57,empathetic,0.022095706
SFT_NoInstruct,57,safety_first,0.0395032
SFT_NoInstruct,57,educational,0.05680059
SFT_NoInstruct,57,concise,0.09092834
SFT_NoInstruct,57,professional,0.047200765
SFT_NoInstruct,57,creative,0.049069997
SFT_NoInstruct,58,neutral,0.03712548
SFT_NoInstruct,58,conservative,0.026427854
SFT_NoInstruct,58,liberal,0.030338133
SFT_NoInstruct,58,regulatory_aware,0.047159694
SFT_NoInstruct,58,empathetic,0.028275875
SFT_NoInstruct,58,safety_first,0.0886067
SFT_NoInstruct,58,educational,0.018598909
SFT_NoInstruct,58,concise,0.049301766
SFT_NoInstruct,58,professional,0.023312058
SFT_NoInstruct,58,creative,0.037545495
SFT_NoInstruct,59,neutral,0.0705913
SFT_NoInstruct,59,conservative,0.04302629
SFT_NoInstruct,59,liberal,0.054759175
SFT_NoInstruct,59,regulatory_aware,0.044875342
SFT_NoInstruct,59,empathetic,0.028411934
SFT_NoInstruct,59,safety_first,0.0579909
SFT_NoInstruct,59,educational,0.037286013
SFT_NoInstruct,59,concise,0.048305865
SFT_NoInstruct,59,professional,0.05644432
SFT_NoInstruct,59,creative,0.054991193
SFT_NoInstruct,60,neutral,0.08793695
SFT_NoInstruct,60,conservative,0.13094485
