method,prompt_id,instruction_type,fidelity
SFT_NoInstruct,15,professional,0.55899346
SFT_NoInstruct,15,creative,0.58355165
SFT_NoInstruct,16,neutral,0.5306217
SFT_NoInstruct,16,conservative,0.62042505
SFT_NoInstruct,16,liberal,0.46935883
SFT_NoInstruct,16,regulatory_aware,0.5688028
SFT_NoInstruct,16,empathetic,0.47829217
SFT_NoInstruct,16,safety_first,0.71041405
SFT_NoInstruct,16,educational,0.48642367
SFT_NoInstruct,16,concise,0.53218806
SFT_NoInstruct,16,professional,0.48234388
SFT_NoInstruct,16,creative,0.494686
SFT_NoInstruct,17,neutral,0.6047252
SFT_NoInstruct,17,conservative,0.7043021
SFT_NoInstruct,17,liberal,0.51724875
SFT_NoInstruct,17,regulatory_aware,0.6358655
SFT_NoInstruct,17,empathetic,0.5501222
SFT_NoInstruct,17,safety_first,0.6168616
SFT_NoInstruct,17,educational,0.5282632
SFT_NoInstruct,17,concise,0.5289404
SFT_NoInstruct,17,professional,0.5548079
SFT_NoInstruct,17,creative,0.57105565
SFT_NoInstruct,18,neutral,0.49966428
SFT_NoInstruct,18,conservative,0.51537466
SFT_NoInstruct,18,liberal,0.5107363
SFT_NoInstruct,18,regulatory_aware,0.5923957
SFT_NoInstruct,18,empathetic,0.5163634
SFT_NoInstruct,18,safety_first,0.5396337
SFT_NoInstruct,18,educational,0.49486184
SFT_NoInstruct,18,concise,0.5665771
SFT_NoInstruct,18,professional,0.46736148
SFT_NoInstruct,18,creative,0.51861733
SFT_NoInstruct,19,neutral,0.5652274
SFT_NoInstruct,19,conservative,0.59874135
SFT_NoInstruct,19,liberal,0.545452
SFT_NoInstruct,19,regulatory_aware,0.5684878
SFT_NoInstruct,19,empathetic,0.53784096
SFT_NoInstruct,19,safety_first,0.59616995
SFT_NoInstruct,19,educational,0.52786803
SFT_NoInstruct,19,concise,0.52770734
SFT_NoInstruct,19,professional,0.5179993
SFT_NoInstruct,19,creative,0.51102084
SFT_NoInstruct,20,neutral,0.58580756
SFT_NoInstruct,20,conservative,0.63051516
SFT_NoInstruct,20,liberal,0.5146537
SFT_NoInstruct,20,regulatory_aware,0.58546627
SFT_NoInstruct,20,empathetic,0.5669095
SFT_NoInstruct,20,safety_first,0.60210335
SFT_NoInstruct,20,educational,0.5311467
SFT_NoInstruct,20,concise,0.5355229
SFT_NoInstruct,20,professional,0.5808851
SFT_NoInstruct,20,creative,0.56562436
SFT_NoInstruct,21,neutral,0.60242414
SFT_NoInstruct,21,conservative,0.67298007
SFT_NoInstruct,21,liberal,0.55195993
SFT_NoInstruct,21,regulatory_aware,0.6171102
SFT_NoInstruct,21,empathetic,0.62017155
SFT_NoInstruct,21,safety_first,0.6626893
SFT_NoInstruct,21,educational,0.5479954
SFT_NoInstruct,21,concise,0.55569744
SFT_NoInstruct,21,professional,0.5559495
SFT_NoInstruct,21,creative,0.59125185
SFT_NoInstruct,22,neutral,0.5776796
SFT_NoInstruct,22,conservative,0.61443394
SFT_NoInstruct,22,liberal,0.51659334
SFT_NoInstruct,22,regulatory_aware,0.64121974
SFT_NoInstruct,22,empathetic,0.5139456
SFT_NoInstruct,22,safety_first,0.62101936
SFT_NoInstruct,22,educational,0.48188362
SFT_NoInstruct,22,concise,0.514909
SFT_NoInstruct,22,professional,0.56240296
SFT_NoInstruct,22,creative,0.4949095
SFT_NoInstruct,23,neutral,0.53477323
SFT_NoInstruct,23,conservative,0.55910873
SFT_NoInstruct,23,liberal,0.54609096
SFT_NoInstruct,23,regulatory_aware,0.53437877
SFT_NoInstruct,23,empathetic,0.57926214
SFT_NoInstruct,23,safety_first,0.54663885
SFT_NoInstruct,23,educational,0.50974554
SFT_NoInstruct,23,concise,0.6081329
SFT_NoInstruct,23,professional,0.4972057
SFT_NoInstruct,23,creative,0.54600346
SFT_NoInstruct,24,neutral,0.6136154
SFT_NoInstruct,24,conservative,0.56572604
SFT_NoInstruct,24,liberal,0.5369756
SFT_NoInstruct,24,regulatory_aware,0.5357429
SFT_NoInstruct,24,empathetic,0.51701546
SFT_NoInstruct,24,safety_first,0.5122512
SFT_NoInstruct,24,educational,0.49725342
SFT_NoInstruct,24,concise,0.5628903
SFT_NoInstruct,24,professional,0.51427263
SFT_NoInstruct,24,creative,0.5282933
SFT_NoInstruct,25,neutral,0.48232928
SFT_NoInstruct,25,conservative,0.4594583
SFT_NoInstruct,25,liberal,0.48335436
SFT_NoInstruct,25,regulatory_aware,0.54553235
SFT_NoInstruct,25,empathetic,0.48206797
SFT_NoInstruct,25,safety_first,0.5105447
SFT_NoInstruct,25,educational,0.47910443
SFT_NoInstruct,25,concise,0.50597167
SFT_NoInstruct,25,professional,0.45867354
SFT_NoInstruct,25,creative,0.45426798
SFT_NoInstruct,26,neutral,0.45967185
SFT_NoInstruct,26,conservative,0.46263468
SFT_NoInstruct,26,liberal,0.5228308
SFT_NoInstruct,26,regulatory_aware,0.55396736
SFT_NoInstruct,26,empathetic,0.4787187
SFT_NoInstruct,26,safety_first,0.5273981
SFT_NoInstruct,26,educational,0.4530534
SFT_NoInstruct,26,concise,0.5432034
SFT_NoInstruct,26,professional,0.4765662
SFT_NoInstruct,26,creative,0.4655599
SFT_NoInstruct,27,neutral,0.55766
SFT_NoInstruct,27,conservative,0.5625128
SFT_NoInstruct,27,liberal,0.62406445
SFT_NoInstruct,27,regulatory_aware,0.5554382
SFT_NoInstruct,27,empathetic,0.582719
SFT_NoInstruct,27,safety_first,0.5811901
SFT_NoInstruct,27,educational,0.5109877
SFT_NoInstruct,27,concise,0.5531269
SFT_NoInstruct,27,professional,0.53179055
SFT_NoInstruct,27,creative,0.53308624
SFT_NoInstruct,28,neutral,0.46002585
SFT_NoInstruct,28,conservative,0.52595776
SFT_NoInstruct,28,liberal,0.5086829
SFT_NoInstruct,28,regulatory_aware,0.51482654
SFT_NoInstruct,28,empathetic,0.4493307
SFT_NoInstruct,28,safety_first,0.43626124
SFT_NoInstruct,28,educational,0.5459965
SFT_NoInstruct,28,concise,0.4727727
SFT_NoInstruct,28,professional,0.4961084
SFT_NoInstruct,28,creative,0.47951338
SFT_NoInstruct,29,neutral,0.559257
SFT_NoInstruct,29,conservative,0.61327004
SFT_NoInstruct,29,liberal,0.52252936
SFT_NoInstruct,29,regulatory_aware,0.5303136
SFT_NoInstruct,29,empathetic,0.49180046
SFT_NoInstruct,29,safety_first,0.62092954
SFT_NoInstruct,29,educational,0.50361854
SFT_NoInstruct,29,concise,0.54006857
SFT_NoInstruct,29,professional,0.48282254
SFT_NoInstruct,29,creative,0.56210136
SFT_NoInstruct,30,neutral,0.61500025
SFT_NoInstruct,30,conservative,0.59432757
SFT_NoInstruct,30,liberal,0.61503375
SFT_NoInstruct,30,regulatory_aware,0.62714016
SFT_NoInstruct,30,empathetic,0.56301415
SFT_NoInstruct,30,safety_first,0.54007435
SFT_NoInstruct,30,educational,0.55024993
SFT_NoInstruct,30,concise,0.5633266
SFT_NoInstruct,30,professional,0.5765491
SFT_NoInstruct,30,creative,0.5780381
SFT_NoInstruct,31,neutral,0.4869755
SFT_NoInstruct,31,conservative,0.46057785
SFT_NoInstruct,31,liberal,0.5338328
SFT_NoInstruct,31,regulatory_aware,0.4867437
SFT_NoInstruct,31,empathetic,0.5230845
SFT_NoInstruct,31,safety_first,0.48942184
SFT_NoInstruct,31,educational,0.48073688
SFT_NoInstruct,31,concise,0.49143252
SFT_NoInstruct,31,professional,0.502005
SFT_NoInstruct,31,creative,0.40942743
SFT_NoInstruct,32,neutral,0.669266
SFT_NoInstruct,32,conservative,0.5832395
SFT_NoInstruct,32,liberal,0.68413067
SFT_NoInstruct,32,regulatory_aware,0.57801723
SFT_NoInstruct,32,empathetic,0.6381105
SFT_NoInstruct,32,safety_first,0.5970154
SFT_NoInstruct,32,educational,0.60243076
SFT_NoInstruct,32,concise,0.5972879
SFT_NoInstruct,32,professional,0.6103946
SFT_NoInstruct,32,creative,0.6337415
SFT_NoInstruct,33,neutral,0.5645745
SFT_NoInstruct,33,conservative,0.5428702
SFT_NoInstruct,33,liberal,0.5598497
SFT_NoInstruct,33,regulatory_aware,0.614156
SFT_NoInstruct,33,empathetic,0.6674545
SFT_NoInstruct,33,safety_first,0.58052045
SFT_NoInstruct,33,educational,0.6318839
SFT_NoInstruct,33,concise,0.5344091
SFT_NoInstruct,33,professional,0.5452492
SFT_NoInstruct,33,creative,0.5390855
SFT_NoInstruct,34,neutral,0.51575464
SFT_NoInstruct,34,conservative,0.567202
SFT_NoInstruct,34,liberal,0.4780931
SFT_NoInstruct,34,regulatory_aware,0.589132
SFT_NoInstruct,34,empathetic,0.46429202
SFT_NoInstruct,34,safety_first,0.6155383
SFT_NoInstruct,34,educational,0.46494043
SFT_NoInstruct,34,concise,0.51174426
SFT_NoInstruct,34,professional,0.5166496
SFT_NoInstruct,34,creative,0.47781503
SFT_NoInstruct,35,neutral,0.6912625
SFT_NoInstruct,35,conservative,0.58793914
SFT_NoInstruct,35,liberal,0.5904021
SFT_NoInstruct,35,regulatory_aware,0.6565684
SFT_NoInstruct,35,empathetic,0.53654504
SFT_NoInstruct,35,safety_first,0.6482025
SFT_NoInstruct,35,educational,0.5260466
SFT_NoInstruct,35,concise,0.6240476
SFT_NoInstruct,35,professional,0.5475404
SFT_NoInstruct,35,creative,0.5706685
SFT_NoInstruct,36,neutral,0.63465995
SFT_NoInstruct,36,conservative,0.51095015
SFT_NoInstruct,36,liberal,0.5648926
SFT_NoInstruct,36,regulatory_aware,0.5456238
SFT_NoInstruct,36,empathetic,0.6274882
SFT_NoInstruct,36,safety_first,0.561757
SFT_NoInstruct,36,educational,0.5346501
SFT_NoInstruct,36,concise,0.56006825
SFT_NoInstruct,36,professional,0.58803034
SFT_NoInstruct,36,creative,0.51710683
SFT_NoInstruct,37,neutral,0.4995519
SFT_NoInstruct,37,conservative,0.54543096
SFT_NoInstruct,37,liberal,0.5832108
SFT_NoInstruct,37,regulatory_aware,0.570286
SFT_NoInstruct,37,empathetic,0.53124434
SFT_NoInstruct,37,safety_first,0.5075933
SFT_NoInstruct,37,educational,0.47584382
SFT_NoInstruct,37,concise,0.5225864
SFT_NoInstruct,37,professional,0.5796179
SFT_NoInstruct,37,creative,0.52664924
SFT_NoInstruct,38,neutral,0.5111024
SFT_NoInstruct,38,conservative,0.5850927
SFT_NoInstruct,38,liberal,0.53964645
SFT_NoInstruct,38,regulatory_aware,0.6719173
SFT_NoInstruct,38,empathetic,0.52473205
SFT_NoInstruct,38,safety_first,0.59628695
SFT_NoInstruct,38,educational,0.51339436
SFT_NoInstruct,38,concise,0.5401183
SFT_NoInstruct,38,professional,0.5447112
SFT_NoInstruct,38,creative,0.54879856
SFT_NoInstruct,39,neutral,0.51228905
SFT_NoInstruct,39,conservative,0.57637405
SFT_NoInstruct,39,liberal,0.46093047
SFT_NoInstruct,39,regulatory_aware,0.6395683
SFT_NoInstruct,39,empathetic,0.5186035
SFT_NoInstruct,39,safety_first,0.5988042
SFT_NoInstruct,39,educational,0.5383252
SFT_NoInstruct,39,concise,0.53480905
SFT_NoInstruct,39,professional,0.58422226
SFT_NoInstruct,39,creative,0.48746458
SFT_NoInstruct,40,neutral,0.5682843
SFT_NoInstruct,40,conservative,0.6079829
SFT_NoInstruct,40,liberal,0.5507229
SFT_NoInstruct,40,regulatory_aware,0.58102727
SFT_NoInstruct,40,empathetic,0.6023916
SFT_NoInstruct,40,safety_first,0.58541274
SFT_NoInstruct,40,educational,0.58353853
SFT_NoInstruct,40,concise,0.5560559
SFT_NoInstruct,40,professional,0.532099
SFT_NoInstruct,40,creative,0.5496979
SFT_NoInstruct,41,neutral,0.5361153
SFT_NoInstruct,41,conservative,0.5732367
SFT_NoInstruct,41,liberal,0.5646385
SFT_NoInstruct,41,regulatory_aware,0.60933006
SFT_NoInstruct,41,empathetic,0.52561015
SFT_NoInstruct,41,safety_first,0.54603595
SFT_NoInstruct,41,educational,0.47500166
SFT_NoInstruct,41,concise,0.54163504
SFT_NoInstruct,41,professional,0.5386659
SFT_NoInstruct,41,creative,0.5173816
SFT_NoInstruct,42,neutral,0.57546973
SFT_NoInstruct,42,conservative,0.5595051
SFT_NoInstruct,42,liberal,0.5128597
SFT_NoInstruct,42,regulatory_aware,0.56961054
SFT_NoInstruct,42,empathetic,0.5405971
SFT_NoInstruct,42,safety_first,0.6142745
SFT_NoInstruct,42,educational,0.5673754
SFT_NoInstruct,42,concise,0.5327169
SFT_NoInstruct,42,professional,0.51320803
SFT_NoInstruct,42,creative,0.44978854
SFT_NoInstruct,43,neutral,0.46513575
SFT_NoInstruct,43,conservative,0.58492416
SFT_NoInstruct,43,liberal,0.4918857
SFT_NoInstruct,43,regulatory_aware,0.5721111
SFT_NoInstruct,43,empathetic,0.4377159
SFT_NoInstruct,43,safety_first,0.64010966
SFT_NoInstruct,43,educational,0.4309348
SFT_NoInstruct,43,concise,0.5021206
SFT_NoInstruct,43,professional,0.46639052
SFT_NoInstruct,43,creative,0.46442673
SFT_NoInstruct,44,neutral,0.58040833
SFT_NoInstruct,44,conservative,0.58895636
SFT_NoInstruct,44,liberal,0.5527571
SFT_NoInstruct,44,regulatory_aware,0.561333
SFT_NoInstruct,44,empathetic,0.58239514
SFT_NoInstruct,44,safety_first,0.6247734
SFT_NoInstruct,44,educational,0.49363437
SFT_NoInstruct,44,concise,0.601033
SFT_NoInstruct,44,professional,0.6265293
SFT_NoInstruct,44,creative,0.61609423
SFT_NoInstruct,45,neutral,0.545382
SFT_NoInstruct,45,conservative,0.5434951
SFT_NoInstruct,45,liberal,0.6062215
SFT_NoInstruct,45,regulatory_aware,0.56929815
SFT_NoInstruct,45,empathetic,0.5253348
SFT_NoInstruct,45,safety_first,0.5354544
SFT_NoInstruct,45,educational,0.5600119
SFT_NoInstruct,45,concise,0.59252775
SFT_NoInstruct,45,professional,0.5483626
SFT_NoInstruct,45,creative,0.5247306
SFT_NoInstruct,46,neutral,0.5002565
SFT_NoInstruct,46,conservative,0.51398844
SFT_NoInstruct,46,liberal,0.5891969
SFT_NoInstruct,46,regulatory_aware,0.4695093
SFT_NoInstruct,46,empathetic,0.47662875
SFT_NoInstruct,46,safety_first,0.5459878
SFT_NoInstruct,46,educational,0.49131
SFT_NoInstruct,46,concise,0.5439065
SFT_NoInstruct,46,professional,0.5703
SFT_NoInstruct,46,creative,0.56161386
SFT_NoInstruct,47,neutral,0.60894454
SFT_NoInstruct,47,conservative,0.6327522
SFT_NoInstruct,47,liberal,0.5001915
SFT_NoInstruct,47,regulatory_aware,0.62488914
SFT_NoInstruct,47,empathetic,0.5695694
SFT_NoInstruct,47,safety_first,0.5931932
SFT_NoInstruct,47,educational,0.49321336
SFT_NoInstruct,47,concise,0.5852932
SFT_NoInstruct,47,professional,0.56539196
SFT_NoInstruct,47,creative,0.52777094
SFT_NoInstruct,48,neutral,0.62927055
SFT_NoInstruct,48,conservative,0.67216945
SFT_NoInstruct,48,liberal,0.5865396
SFT_NoInstruct,48,regulatory_aware,0.63798404
SFT_NoInstruct,48,empathetic,0.6164772
SFT_NoInstruct,48,safety_first,0.6431532
SFT_NoInstruct,48,educational,0.52586323
SFT_NoInstruct,48,concise,0.55650693
SFT_NoInstruct,48,professional,0.55575407
SFT_NoInstruct,48,creative,0.5364892
SFT_NoInstruct,49,neutral,0.5040215
SFT_NoInstruct,49,conservative,0.48387158
SFT_NoInstruct,49,liberal,0.5360436
SFT_NoInstruct,49,regulatory_aware,0.53906614
SFT_NoInstruct,49,empathetic,0.4860845
SFT_NoInstruct,49,safety_first,0.49338874
SFT_NoInstruct,49,educational,0.49423933
SFT_NoInstruct,49,concise,0.5089801
SFT_NoInstruct,49,professional,0.46597818
SFT_NoInstruct,49,creative,0.48202527
SFT_NoInstruct,50,neutral,0.5090573
SFT_NoInstruct,50,conservative,0.540599
SFT_NoInstruct,50,liberal,0.5322857
SFT_NoInstruct,50,regulatory_aware,0.6056835
SFT_NoInstruct,50,empathetic,0.5265706
SFT_NoInstruct,50,safety_first,0.5870861
SFT_NoInstruct,50,educational,0.4816729
SFT_NoInstruct,50,concise,0.51277685
SFT_NoInstruct,50,professional,0.5168587
SFT_NoInstruct,50,creative,0.45385852
SFT_NoInstruct,51,neutral,0.5350562
SFT_NoInstruct,51,conservative,0.53301495
SFT_NoInstruct,51,liberal,0.57764333
SFT_NoInstruct,51,regulatory_aware,0.5886299
SFT_NoInstruct,51,empathetic,0.59717536
SFT_NoInstruct,51,safety_first,0.5708835
SFT_NoInstruct,51,educational,0.5046206
SFT_NoInstruct,51,concise,0.53700817
SFT_NoInstruct,51,professional,0.5180046
SFT_NoInstruct,51,creative,0.49179265
SFT_NoInstruct,52,neutral,0.5016794
SFT_NoInstruct,52,conservative,0.5405617
SFT_NoInstruct,52,liberal,0.5133163
SFT_NoInstruct,52,regulatory_aware,0.5003493
SFT_NoInstruct,52,empathetic,0.44755608
SFT_NoInstruct,52,safety_first,0.583362
SFT_NoInstruct,52,educational,0.47588947
SFT_NoInstruct,52,concise,0.49325788
SFT_NoInstruct,52,professional,0.43442452
SFT_NoInstruct,52,creative,0.496336
SFT_NoInstruct,53,neutral,0.5494636
SFT_NoInstruct,53,conservative,0.5490669
SFT_NoInstruct,53,liberal,0.5883018
SFT_NoInstruct,53,regulatory_aware,0.59112465
SFT_NoInstruct,53,empathetic,0.53440523
SFT_NoInstruct,53,safety_first,0.5176096
SFT_NoInstruct,53,educational,0.48662227
SFT_NoInstruct,53,concise,0.54482067
SFT_NoInstruct,53,professional,0.56319445
SFT_NoInstruct,53,creative,0.53158665
SFT_NoInstruct,54,neutral,0.52369773
SFT_NoInstruct,54,conservative,0.58766985
SFT_NoInstruct,54,liberal,0.5308886
SFT_NoInstruct,54,regulatory_aware,0.6049706
SFT_NoInstruct,54,empathetic,0.5096949
SFT_NoInstruct,54,safety_first,0.5904199
SFT_NoInstruct,54,educational,0.5928955
SFT_NoInstruct,54,concise,0.4978483
SFT_NoInstruct,54,professional,0.53299296
SFT_NoInstruct,54,creative,0.5061432
SFT_NoInstruct,55,neutral,0.5318518
SFT_NoInstruct,55,conservative,0.49826163
SFT_NoInstruct,55,liberal,0.47276664
SFT_NoInstruct,55,regulatory_aware,0.6030883
SFT_NoInstruct,55,empathetic,0.44839907
SFT_NoInstruct,55,safety_first,0.5829395
SFT_NoInstruct,55,educational,0.48263398
SFT_NoInstruct,55,concise,0.4840783
SFT_NoInstruct,55,professional,0.45091885
SFT_NoInstruct,55,creative,0.44204843
SFT_NoInstruct,56,neutral,0.5815952
SFT_NoInstruct,56,conservative,0.6569017
SFT_NoInstruct,56,liberal,0.54956996
SFT_NoInstruct,56,regulatory_aware,0.58620536
SFT_NoInstruct,56,empathetic,0.53751504
SFT_NoInstruct,56,safety_first,0.6750349
SFT_NoInstruct,56,educational,0.5186569
SFT_NoInstruct,56,concise,0.53687763
SFT_NoInstruct,56,professional,0.5457414
SFT_NoInstruct,56,creative,0.51130235
SFT_NoInstruct,57,neutral,0.50142324
SFT_NoInstruct,57,conservative,0.49000102
SFT_NoInstruct,57,liberal,0.5288196
SFT_NoInstruct,57,regulatory_aware,0.48958978
SFT_NoInstruct,57,empathetic,0.48808533
SFT_NoInstruct,57,safety_first,0.49572718
SFT_NoInstruct,57,educational,0.53265715
SFT_NoInstruct,57,concise,0.55222166
SFT_NoInstruct,57,professional,0.48040104
SFT_NoInstruct,57,creative,0.49157465
SFT_NoInstruct,58,neutral,0.5297237
SFT_NoInstruct,58,conservative,0.54285866
SFT_NoInstruct,58,liberal,0.50055695
SFT_NoInstruct,58,regulatory_aware,0.6340009
SFT_NoInstruct,58,empathetic,0.4781768
SFT_NoInstruct,58,safety_first,0.51327515
SFT_NoInstruct,58,educational,0.46960878
SFT_NoInstruct,58,concise,0.49314618
SFT_NoInstruct,58,professional,0.4849299
SFT_NoInstruct,58,creative,0.46875083
SFT_NoInstruct,59,neutral,0.53451717
SFT_NoInstruct,59,conservative,0.5267499
SFT_NoInstruct,59,liberal,0.5307234
SFT_NoInstruct,59,regulatory_aware,0.55771947
SFT_NoInstruct,59,empathetic,0.50831795
SFT_NoInstruct,59,safety_first,0.6177838
SFT_NoInstruct,59,educational,0.4845536
SFT_NoInstruct,59,concise,0.5564491
SFT_NoInstruct,59,professional,0.5339561
SFT_NoInstruct,59,creative,0.4987492
SFT_NoInstruct,60,neutral,0.5437036
SFT_NoInstruct,60,conservative,0.5172903
SFT_NoInstruct,60,liberal,0.51214695
